使徒行傳
第一章
 	吩咐門徒等候聖靈
6	非斯圖在他們那裡逗留了不超過十天八天，就下到凱撒利亞去。第二天，他坐在審判台上，吩咐把保羅帶來。
7	保羅一到，那些從耶路撒冷來的猶太人，就站在他周圍，提出許多嚴重的指控，可是都不能證實。
8	保羅申辯說：“無論是猶太人的律法、聖殿或凱撒，我都沒有干犯。”
9	但是，非斯圖想要討好猶太人，就問保羅說：“你願意去耶路撒冷，讓我在那裡審問這事嗎？”
10	保羅說：“我現在站在凱撒的審判台前，我受審的地方應該是在這裡。我對猶太人並沒有做過甚麼不對的事，這是你清楚知道的。
11	假使我做過不對的事，犯過甚麼該死的罪，我就不會懇求免死。不過，如果這些人告我的事都是憑空捏造的，那就誰也不能把我送交他們。我要向凱撒上訴！”
12	非斯圖和參議會商量後，答覆說：“你既然要向凱撒上訴，就可以到凱撒那裡去。”
 	亞基帕王要聽保羅的案情
13	過了些日子，亞基帕王和貝妮基來到凱撒利亞，問候非斯圖。
14	他們在那裡逗留了許多天，非斯圖向王講述了保羅的案情，說：“這裡有一個囚犯，是腓力斯留下來的。
15	我在耶路撒冷的時候，祭司長和猶太人的長老控告他，要求把他定罪。
16	我答覆他們說，被告還沒有和原告當面對質，又沒有機會為所控的罪申辯，就被交出去，這不是羅馬人的規矩。
17	後來他們都到了這裡，我沒有耽擱時間，第二天就坐在審判台上，吩咐把那人提出來。
18	原告都站在那裡，他們控告他的，並不是我所意料的惡事。
19	他們與他爭辯的，只是他們敬拜鬼神的問題；還說到一位已經死了的耶穌，保羅卻說他是活著的。
20	關於這些爭論，我不知道怎樣處理，就問他願不願意上耶路撒冷去為這些事在那裡受審。
21	但是，保羅卻訴請我拘留他，好讓聖上裁決，我就下令拘留他，等著押送到凱撒那裡去。”
22	亞基帕對非斯圖說：“我也想親自聽聽這人說些甚麼。”非斯圖說：“明天你就可以聽他說話了。”
23	第二天，亞基帕和貝妮基大張旗鼓而來，與千夫長和城裡的顯要一起進了大堂。非斯圖下令，就有人把保羅帶進來。
24	非斯圖說：“亞基帕王和在座的各位，請看這個人。猶太人全體民眾在耶路撒冷和這裡都向我陳情，嚷著說這個人不該活著。
25	我查明他沒有犯甚麼該死的罪，但是既然他自己要上訴於聖上，我就決定把他押送去。
26	關於這個人，我沒有甚麼確實的事可以奏明主上，所以就把他帶到你們面前，特別是你亞基帕王面前，好使我在審查之後有所陳奏。
27	這是因為我認為押送囚犯而不指明他的罪狀，是不合理的。”
第二十六章
 	保羅在亞基帕王面前申辯
（徒9:3~8，22:6~11）
1	亞基帕對保羅說：“你現在獲准為自己申辯。”於是保羅伸手辯護說：
2	“亞基帕王啊，今天我可以為猶太人控告我的事在你面前自辯，實屬萬幸；
3	特別慶幸你熟悉猶太人的一切規矩和爭論，所以求你耐心聽我申訴：
4	“我自幼為人怎樣，從起初在自己同胞當中和在耶路撒冷那裡，猶太人都知道。
5	如果他們肯作證的話，他們從一開始就認識我，知道我是按著我們祖先最嚴格的教派，過著法利賽人的生活。
6	神向我們祖先立下應許，現在我站著受審，是為了我對這應許所存的盼望。
7	我們十二支派晝夜熱切地侍奉神，都是盼望這應許實現。王啊，我被猶太人控告，正是因為這盼望。
8	神使死人復活，你們為甚麼認為是不可信的呢？
9	“我自己從前也認為必須做許多事反對拿撒勒人耶穌的名，
10	我在耶路撒冷也的確這樣做了。我不但取得各祭司長授權把許多聖徒關在監裡，而且他們被處死，我也投票贊成。
11	我在各會堂裡多次用刑強迫他們說褻瀆的話；我對他們極度瘋狂地惱恨，甚至追到國外的城巿去迫害他們。
12	“那時候，我得到祭司長的授權和全權委託，去大馬士革。
13	王啊，就在中午的時候，我在路上看見從天上閃來的一道光，比太陽更明亮，照亮我和同行的人四周。
14	我們全都仆倒在地上，我聽見有聲音用希伯來話對我說：‘掃羅！掃羅！你為甚麼迫害我？你要踢刺棒，是自討苦吃。’
15	我說：‘主啊，你是誰？’主說：‘我就是你所迫害的耶穌。
16	你起來，站好！要知道，我向你顯現，是要選派你作僕人和見證人，就是為你所見過的事和我將要向你顯明的事作見證人。
17	我要救你脫離這人民和外族人；我差遣你到他們那裡去，
18	是為了開啟他們的眼睛，使他們從黑暗裡歸向光明，從撒但的權下歸向神，使他們藉著信我，罪就得到赦免，並且在那些成聖的人當中得到產業。’
19	“因此，亞基帕王啊，我沒有違背這從天上來的異象；
20	相反，我先向大馬士革、然後向耶路撒冷、猶太全地和外族人宣講，叫他們悔改，歸向神，使他們的行為和悔改的心相稱。
21	猶太人就是為了這個緣故在聖殿裡抓住我，想要殺我。
22	然而，我蒙神幫助，直到今日還是站立穩固，不但向卑微的人，也向尊貴的人作見證。我所講的無非是眾先知和摩西所說將要成就的那些事，
23	就是基督必須受難，並且從死人中首先復活，把光明的信息傳報給這人民和外族人。”
24	保羅申訴到這裡，非斯圖大聲說：“保羅！你瘋了；你的學問太大，使你瘋了！”
25	保羅說：“非斯圖大人，我沒有瘋，我所宣稱的都是真實、清醒的話。
26	因為王知道這些事，所以我對王坦白直說。我確信這些事沒有一件能瞞得過王，因為這不是在背地裡做的。
27	亞基帕王啊，你信先知嗎？我知道你是信的。”
28	亞基帕對保羅說：“你想用這樣短短的時間就說服我做基督徒嗎？”
29	保羅說：“無論時間短也好，時間長也好，我祈求神不單使你成為像我一樣的人，也使今天所有的聽眾都成為像我一樣的人，只是不要有這些鎖鏈！”
30	於是，亞基帕王、總督和貝妮基，還有在座的人都站起來，
31	離席後，彼此議論，說：“這個人並沒有犯過甚麼該死該綁的罪。”
32	亞基帕對非斯圖說：“這個人若沒有向凱撒上訴，早就可以釋放了。”
第二十七章
 	保羅啟程往羅馬
1	他們決定要我們坐船往意大利去，就把保羅和別的囚犯都一起交給皇家步兵大隊裡一個名叫猶流的百夫長。
2	有一艘亞達密田來的船，要開往亞西亞沿岸一帶的地方，我們就上船啟航，跟我們在一起的還有馬其頓的帖撒羅尼迦人亞里達古。
3	第二天到了西頓，猶流寬待保羅，准許他到朋友那裡去，好得到他們的照顧。
4	我們又從那裡起航，因為逆風，就沿著塞浦路斯的背風岸而行，
5	渡過基利迦和旁非利亞一帶的深海，就在呂迦的米臘登岸。
6	百夫長在那裡找到一艘亞歷山大來的船，那船要開往意大利，他就叫我們上船。
7	一連好幾天，船都行駛得很慢，好不容易才到了克尼度的對面。我們因為有風阻擋，就沿著克里特島的背風岸而行，從撒摩尼對面經過，
8	沿著海岸行駛，好不容易才到了一個名叫美港的地方，拉塞亞城就在附近。
9	由於失去了許多時間，連禁食節都過去了，所以航行已變得很危險，於是保羅就勸告他們，
10	說：“各位，我看這次航行，不單貨物和船隻要遭殃，損失嚴重，甚至連我們的性命也難保！”
11	但是，百夫長相信船長和船主，而不相信保羅所說的話。
12	而且這港口不適宜過冬，所以大多數人都主張從那裡開船，也許可以到鳳凰港過冬。鳳凰港是克里特島的一個港口，一面向西南，一面向西北。
 	船在海上遇風暴
13	這時南風徐徐吹來，他們以為可以如願以償，就起錨沿著克里特島航行。
14	可是過了不久，就有一股名叫“東北風”的颶風從島上吹襲下來。
15	船被風抓住，不能逆風前行，只好隨著風向漂流。
16	有一個小島名叫靠達，我們就在這島的背風岸快速行駛，好不容易才把船尾的小艇拉住。
17	水手把艇拉上來，用纜索繞過船身捆好。他們怕船在敘爾提擱淺，就拋下海錨，任船漂流。
18	因為我們被風暴猛烈襲擊，所以第二天他們就把貨物拋在海裡，
19	第三天又親手把船上的用具扔掉。
20	許多天都看不見太陽和星星，狂風大浪壓迫著我們，最後，我們放棄了任何獲救的希望。
21	因為大家已經很久沒有進食，保羅就站在他們中間，說：“各位，你們本來應該聽我的話，不離開克里特島，那樣就不會遭殃受損了。
22	現在我勸你們振作起來，你們沒有一個人會喪命，只會失去這艘船。
23	要知道，我所歸屬、所侍奉的神，他的天使昨天夜裡站在我的旁邊說：
24	‘保羅，不要害怕。你一定會站在凱撒面前；要知道，神已經把所有和你同船的人都施恩賜給你了！’
25	所以，各位請振作起來。我相信神對我怎樣說，事情也會怎樣成就——
26	不過我們必會擱淺在一個海島上。”
27	到了第十四天的晚上，我們在亞得里亞海漂來漂去。約在半夜時分，眾水手以為接近了陸地，
28	就探測水深，發現是一百二十尺；稍往前行，再探測水深，發現是九十尺。
29	他們怕我們會在亂石上擱淺，就從船尾拋下四個錨，盼望著天亮。
30	眾水手想要離船逃走，就把小艇放在海上，假裝要從船頭拋錨的樣子。
31	保羅對百夫長和士兵說：“如果這些人不留在船上，你們就無法生還！”
32	於是士兵砍斷小艇的繩子，任小艇漂去。
33	天快亮的時候，保羅勸大家吃點東西，說：“你們一直不吃東西，挨餓苦候，到今天已經十四天了！
34	所以，我勸你們吃點東西，這樣你們才可以生還。要知道，你們沒有人會失掉一根頭髮。”
35	保羅說了這話，就拿起餅來，在大家面前向神謝恩，然後擘開來吃。
36	於是，大家振作起來，也都進食了。
37	我們船上共有二百七十六人，
38	大家吃飽了，就把麥子拋在海裡，好減輕船的負荷。
 	船隻擱淺，眾人脫險
39	天亮的時候，他們不認得那個地方，只看見一個有沙灘的海灣，就打算盡可能使船靠岸。
40	於是，他們把錨砍掉，丟在海裡，同時又鬆開舵繩，拉起前帆，順著風向沙灘駛去。
41	但是，在海水夾流的地方，船就擱了淺，船頭卡住不能移動，船尾被海浪沖擊，就損壞了。
42	士兵計劃把囚犯都殺掉，免得有人游泳逃脫。
43	不過，百夫長想要保住保羅安全，就阻止他們按計劃而行。他吩咐會游泳的跳下水去，先到岸上，
44	其餘的人可以借助木板或船身的碎塊上岸。這樣，大家都安全上岸了。
第二十八章
 	保羅在馬爾他島上的經歷
1	我們安全上岸之後，才知道那島名叫馬爾他；
2	土著對我們非常友善。因為當時剛開始下雨，天氣又冷，他們就生了火來招待我們。
3	保羅捆了很多乾柴，放在火上，有一條毒蛇受不住熱，鑽了出來，纏住他的手。
4	當地的人看見那條蛇懸在他手上，就彼此說：“這人一定是個殺人兇手，雖然從海裡脫險，天理卻不容他活著！”
5	但是保羅把那條蛇甩在火裡，沒有受到任何傷害。
6	他們等著看他發腫或者忽然暴斃，但是等了很久，見他沒有甚麼異樣，就轉念說他是個神明。
7	那地附近有些田產，是島上的首領普百流的。他歡迎我們，善意招待了我們三天。
8	那時，普百流的父親患了痢疾，發燒臥病在床，保羅到他那裡去，為他禱告按手，治好他。
9	這麼一來，島上其他有病的人都來了，也都治好了。
10	他們送給我們許多禮物表示敬意；到開船的時候，又把我們所需要的東西送來。
 	保羅抵達羅馬
11	過了三個月，我們乘坐一艘從亞歷山大來的船出發；這船之前停在島上過冬，有“宙斯雙子”為船頭雕像。
12	到了敘拉古，我們停留了三天；
13	從那裡起錨開船，來到利基翁。過了一天，起了南風，第二天到達普特奧利。
14	我們在那裡遇見一些弟兄，他們邀請我們在他們那裡住了七天。就這樣，我們來到了羅馬。
15	那裡的弟兄們聽到了我們的消息，就從羅馬出來，在亞比烏集市和三館迎接我們。保羅見了他們，就感謝神，受到鼓舞。
 	保羅在羅馬傳道
16	我們到了羅馬，保羅獲准獨自和看守他的那個士兵另住一處。
17	過了三天，保羅請猶太人的首領來。他們都到了，保羅就對他們說：“各位弟兄，我雖然沒有做過甚麼跟人民作對的事，也沒有違反祖先的規矩，卻被囚禁，從耶路撒冷被交到羅馬人的手裡。
18	他們審訊之後，因為在我身上沒有甚麼該死的罪，就想要釋放我。
19	可是，因為猶太人反對，我迫不得已才向凱撒上訴，並不是有甚麼事要控告我的同胞。
20	因此，我請你們來見面談談。其實我是為了以色列的盼望，才被扣上這條鎖鏈的。”
21	他們說：“我們沒有收到從猶太來的有關你的信，弟兄當中也沒有人來報告或說你甚麼壞話。
22	但是，我們覺得應該聽聽你本人的意見，因為我們知道這教派到處遭人反對。”
23	他們和保羅約好了一個日子，那日就有很多人到他的住所來。他從早到晚向他們講解，鄭重地為神的王國作見證，引用摩西的律法和先知的話勸說他們信耶穌。
24	他所說的話，有人信服，也有人不信。
25	他們彼此不合，就分散了。分散之前，保羅說了一句話：“聖靈藉著以賽亞先知對你們祖先所說的，一點不錯。
26	他說：‘你去告訴這人民：你們會聽了又聽，卻絕不會明白；看了又看，卻絕不會領悟。
27	因為這人民的心思變得遲鈍，耳朵難以聽見，又閉上了眼睛，免得自己眼睛看見，耳朵聽見，心裡明白，回轉過來，我就醫好他們。’
28	所以，你們應該知道，神的這救恩已經傳給外族人；他們倒會聽從！”
29	（多數後期的抄本加上第29節：“他說了這話，猶太人就走了，他們當中大起爭論。”）
30	保羅在自己所租的房子裡住了整整兩年。凡來見他的人，他都接待，
31	並且放膽地宣講神的王國，教導有關主耶穌基督的事，不受禁止。
